Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales
U,2/2/2019,6411,2581,791045,341761.9763,182334,15359,7652,64439
U,2/9/2019,7253,2500,703967,343651.6463,87136,14717,9734,66206
U,2/16/2019,10750,5203,594156,438926.221,103940,13494,14778,113306
U,2/23/2019,4358,3226,550367,288284.0298,39468,13727,7179,66167
U,3/2/2019,602,2991,821837,395330.6624,18863,13837,3409,68170
U,3/9/2019,80,2226,778977,369561.7617,28249,13909,1955,62643
U,3/16/2019,916,3842,787917,339811.8059,57067,17409,3389,78059
U,3/23/2019,565,5737,974963,338878.7552,86339,13906,5898,97691
U,3/30/2019,371,7177,647945,416442.2754,105652,15248,7208,72473
U,4/6/2019,2266,8364,710485,348508.2443,47052,11849,10130,69405
U,4/13/2019,2917,7640,1008929,338005.4533,86246,10650,10374,55460
U,4/20/2019,4695,8113,957408,367176.2417,130934,10733,12688,94338
U,4/27/2019,6368,6709,752944,426431.83,124738,10769,12756,76318
U,5/4/2019,10076,7886,970406,304794.0547,73094,7251,17825,72657
U,5/11/2019,11502,9258,850435,249691.3108,97460,7425,19990,95774
U,5/18/2019,13273,10275,680286,294623.7108,141153,14918,22305,56422
U,5/25/2019,13267,9503,971431,286898.1196,170178,10084,21961,68890
U,6/1/2019,17074,10852,937393,251090.8953,50804,8426,27077,68340
U,6/8/2019,65086,15969,847111,232941.5831,132114,8603,80369,55306
U,6/15/2019,43616,17200,590428,250443.7007,158685,8954,60634,73656
U,6/22/2019,22031,15885,397799,301358.8253,134875,8248,38124,75939
U,6/29/2019,24704,16162,741063,309635.095,80445,7328,40062,77689
U,7/6/2019,21346,14866,986152,289211.6612,71539,7897,36412,64530
U,7/13/2019,19782,24326,1141871,183143.4051,178966,10518,44060,124249
U,7/20/2019,16877,33886,953550,384637.2712,105274,9355,49760,74403
U,7/27/2019,23242,29405,979660,243805.3643,143315,8153,52167,64784
U,8/3/2019,44951,35745,467906,192241.3138,53026,6569,79389,65813
U,8/10/2019,23437,41239,558995,234388.6643,66877,7298,63991,50151
U,8/17/2019,22681,39538,660479,256084.5479,97366,8079,62093,58139
U,8/24/2019,21401,28846,838246,254170.2143,72068,8435,49380,106127
U,8/31/2019,19409,16873,605349,276278.6753,77119,8353,35430,72677
U,9/7/2019,22926,14666,901704,343621.919,192209,6585,36870,85120
U,9/14/2019,20464,9956,540868,438007.7044,172644,7053,30033,106320
U,9/21/2019,20861,9581,552282,444063.1388,277779,7080,30556,66289
U,9/28/2019,27451,12854,1021563,263007.6176,883541,7026,39280,90603
U,10/5/2019,7381,13742,1096835,379406.5114,205966,6626,20617,140704
U,10/12/2019,6913,7791,927206,404148.1081,230596,7259,13954,136744
U,10/19/2019,12246,8141,854706,359840.4767,190461,9969,19742,138148
U,10/26/2019,9424,8753,1666844,353466.754,178725,11959,18325,111518
U,11/2/2019,9495,11041,1882824,323903.393,193450,6828,20026,102974
U,11/9/2019,9483,13595,3989440,520538.7106,317537,6669,22577,184072
U,11/16/2019,10362,20453,4231805,672801.4818,614787,6028,30510,174195
U,11/23/2019,6310,17159,3516353,364603.931,1211726,6983,22717,179500
U,11/30/2019,6401,12854,3871180,671648.5354,695961,6760,19023,352327
U,12/7/2019,6323,10400,1793287,615850.7957,678373,6937,16830,304875
U,12/14/2019,7718,12075,638354,367718.9165,661219,5102,18990,263497
U,12/21/2019,5679,10852,485241,372097.9891,352870,4502,16102,167233
U,12/28/2019,6765,11775,954357,254964.8705,95753,8051,17751,94995
U,1/4/2020,26753,16207,487539,294044.7803,82939,6888,42495,108033
U,1/11/2020,6524,17992,444352,390521.3109,119781,8517,24334,77730
U,1/18/2020,14038,16452,514644,370205.0861,134124,7719,30944,83149
U,1/25/2020,19061,15807,908184,305583.1228,109484,7369,35596,62027
U,2/1/2020,23623,17642,986184,953889.742,38195,6703,41208,68139
U,2/8/2020,21486,19441,1007170,349070.5163,174958,5970,39564,68240
U,2/15/2020,18852,21924,733544,276527.3574,296337,6875,41232,128498
U,2/22/2020,17010,21887,736329,397459.4301,318883,8596,37623,96314
U,2/29/2020,8741,15249,701149,286994.4078,141430,7593,23723,77343
V,1/6/2018,736,332,668,1152115.075,225511,64580,901,170591
V,1/13/2018,84,81,868,1665970.431,35447,55217,574,168660
V,1/20/2018,582,157,25,1413049.217,150559,84256,100,166517
V,1/27/2018,349,551,788,1374992.402,225285,54093,752,201010
V,2/3/2018,374,936,208,1343447.638,126874,35762,509,165984
V,2/10/2018,401,37,234,1429981.143,112140,50477,775,154577
V,2/17/2018,682,618,295,2087329.743,325621,46514,818,233566
V,2/24/2018,212,678,75,1826130.957,678,37320,400,246833
V,3/3/2018,600,60,967,1392518.975,53064,41185,438,198885
V,3/10/2018,42,27,271,1553245.94,261751,43889,900,201311
V,3/17/2018,168,702,936,1531325.721,31671,42046,162,200459
V,3/24/2018,439,209,331,1396346.356,160593,64119,126,200983
V,3/31/2018,963,950,200,1405591.903,87654,45345,484,173826
V,4/7/2018,705,256,490531,1379114.283,301985,34892,526,146004
V,4/14/2018,353,622,783034,1669860.828,165990,36015,370,190617
V,4/21/2018,6,747,778856,1356178.677,119849,42880,979,232301
V,4/28/2018,601,304,867753,1557556.076,76164,36006,121,196056
V,5/5/2018,702,420,950911,1314805.435,139995,32567,491,231594
V,5/12/2018,870,567,1277099,1143174.976,129975,49865,417,221578
V,5/19/2018,187,224,1292935,1246162.938,15900,38139,130,221203
V,5/26/2018,413,17,1236736,1505306.89,58004,40699,131,209006
V,6/2/2018,579,632,993286,1100280.743,180338,46834,495,227733
V,6/9/2018,875,449,943346,1236427.3,290122,41506,61,213530
V,6/16/2018,210,660,892954,1113579.553,148294,46263,510,223315
V,6/23/2018,934,963,975466,1298733.954,104687,48963,912,182603
V,6/30/2018,500,526,1140748,1222974.089,125683,56456,12,251328
V,7/7/2018,554,765,1626373,1066567.937,112892,48370,197,181219
V,7/14/2018,772,494,1868309,1524617.709,428090,47881,966,248386
V,7/21/2018,837,234,1436507,1158360.739,407768,41776,491,336535
V,7/28/2018,374,648,1468944,1209430.156,326739,37971,178,244407
V,8/4/2018,74,772,1397576,942791.3544,364001,40016,888,224824
V,8/11/2018,527,619,1399636,1175375.501,398028,36496,428,203509
V,8/18/2018,136,667,2016067,1361422.985,563044,41548,658,244587
V,8/25/2018,492,40,2123033,1378992.144,1023645,46024,11,290363
V,9/1/2018,225,93,2361540,1091179.968,823013,38240,38,223042
V,9/8/2018,106,524,2090473,1144784.198,981747,34872,838,233439
V,9/15/2018,443,973,2304345,1112643.25,731562,30629,526,266783
V,9/22/2018,318,454,2185009,1077206.875,767227,23276,788,249102
V,9/29/2018,527,349,2707163,950914.596,679898,30854,349,301205
V,10/6/2018,464,4074,2574351,873025.2346,283223,26667,4162,324855
V,10/13/2018,251,9938,2120187,865525.8863,380512,25260,10348,361844
V,10/20/2018,482,10781,2829519,851492.1997,328381,24036,10186,406486
V,10/27/2018,349,10013,2574043,900900.0418,335988,22947,10136,330809
V,11/3/2018,814,11450,2340268,883766.2012,469116,29222,12012,374306
V,11/10/2018,985,27856,4303541,1833691.823,535000,23266,28096,559466
V,11/17/2018,347,21850,6510287,1800845.523,806564,20632,21772,638083
V,11/24/2018,6118,13793,7063965,1831735.658,2076340,21023,19171,1065250
V,12/1/2018,10560,9055,5051454,2264955.96,304739,30155,19023,793200
V,12/8/2018,113861,9679,2532387,1400772.291,177982,28649,123525,562866
V,12/15/2018,99606,16128,1957059,1163400.775,367580,18221,115058,602368
V,12/22/2018,56249,14060,1629069,1134808.127,174564,19841,70584,330665
V,12/29/2018,54798,12782,1642213,1599177.118,100211,24444,66579,182717
V,1/5/2019,39209,14131,1480730,1597110.642,42302,27634,52873,217659
V,1/12/2019,58899,14591,1403952,1197130.259,112961,39106,72829,174147
V,1/19/2019,60111,11356,1450490,1502320.173,229027,40643,70312,232678
V,1/26/2019,57571,13856,1434155,1222898.007,886113,47074,70707,204849
V,2/2/2019,35315,10702,1608488,1176593.547,669128,42743,45517,210968
V,2/9/2019,49857,12446,1304371,1181816.462,350571,40865,61721,186475
V,2/16/2019,78298,19650,1027235,1509997.625,346942,39989,96821,306331
V,2/23/2019,29002,13208,1125042,991943.2714,114715,39339,40792,243332
V,3/2/2019,959,15756,1534477,1360834.901,52480,38092,15958,210875
V,3/9/2019,603,13415,1552672,1269886.86,86908,38808,13150,179176
V,3/16/2019,165,19961,1557071,1167098.135,167787,48704,19789,252032
V,3/23/2019,661,31813,1887419,1166573.891,246415,41567,31925,237502
V,3/30/2019,772,39796,1363696,1431597.23,316899,41816,39246,207858
V,4/6/2019,18979,40684,1604513,1199472.95,172505,33055,58202,199125
V,4/13/2019,20697,38092,1872772,1164165.608,260005,33506,57977,182813
V,4/20/2019,34877,39179,1896608,1264704.128,373304,30089,73536,245723
V,4/27/2019,47172,30955,1590059,1468516.504,334145,31285,77599,255120
V,5/4/2019,70514,36358,1947475,1046113.077,224999,24424,106379,248693
V,5/11/2019,82014,49196,1710605,859398.9427,308736,27439,131205,248509
V,5/18/2019,93448,55446,1435146,1015178.575,476003,25353,147914,229769
V,5/25/2019,98003,52007,2095186,985722.3329,603877,26706,150471,243655
V,6/1/2019,118964,63538,2017119,862740.8505,192532,26327,181524,238599
V,6/8/2019,361081,85635,1913726,802222.0618,462175,33544,446589,214182
V,6/15/2019,237467,89611,1559180,862124.9011,576020,38589,326692,286076
V,6/22/2019,140432,86520,1160039,1036683.47,526181,30454,225956,303660
V,6/29/2019,153697,86804,1842031,1066320.865,368298,26283,239820,271182
V,7/6/2019,134773,84979,2295791,995081.4131,257579,28719,219326,227806
V,7/13/2019,126492,140834,2697183,627859.3131,634853,39877,266380,337496
V,7/20/2019,121771,178528,2214329,1323255.385,420774,36610,299980,309162
V,7/27/2019,156316,139514,2196666,838401.8767,637308,29922,295232,224150
V,8/3/2019,258535,178550,1035486,659120.7956,216961,26616,436507,251106
V,8/10/2019,156215,201438,1083782,806500.0337,303021,29058,357574,204353
V,8/17/2019,152089,181024,1338713,880281.2624,403234,29357,332514,237443
V,8/24/2019,144890,126483,1784152,873609.2523,261783,29990,270870,322669
V,8/31/2019,128300,72678,1397073,949134.2143,287263,27862,200592,257475
V,9/7/2019,147376,64624,1875748,1183646.251,609250,24384,211358,291345
V,9/14/2019,140801,45997,1158900,1505610.218,577096,24934,186438,317179
V,9/21/2019,153210,45559,1180038,1526464.169,1044752,24966,197910,231197
V,9/28/2019,184552,67077,2067405,903244.3975,3759476,68098,251739,238651
V,10/5/2019,43204,87443,2229876,1304842.492,728840,22668,129931,496134
V,10/12/2019,46050,49995,2024687,1389994.701,813793,21748,96101,397684
V,10/19/2019,79453,50370,1846187,1237374.755,694759,33188,129203,441712
V,10/26/2019,63399,46334,3490938,1216196.44,609634,28020,109742,367031
V,11/2/2019,69814,55257,3671566,1114460.451,671919,33096,124794,343814
V,11/9/2019,65903,69586,7559093,1791633.535,1100181,27322,135501,574431
V,11/16/2019,71342,103176,7964044,2314323.909,2236555,24355,174496,623073
V,11/23/2019,49073,89208,6659214,1254025.315,4313221,31194,137919,618935
V,11/30/2019,53710,67542,7220263,2311291.229,2526466,24104,120765,1235068
V,12/7/2019,49708,59216,3485836,2119095.586,2277143,26659,108291,1167739
V,12/14/2019,54243,66029,1401271,1265732.017,2261103,18082,119188,828476
V,12/21/2019,48755,58306,1151953,1280814.738,1464358,18622,105408,549016
V,12/28/2019,51423,67132,1929073,876166.033,313384,23882,117747,333409
V,1/4/2020,167993,83626,1039685,1011138.429,290266,21397,250780,364187
V,1/11/2020,47444,99416,1064422,1343102.329,416767,26666,146547,274770
V,1/18/2020,99754,84853,1111235,1272019.731,489264,29942,184344,314131
V,1/25/2020,124323,80026,1806426,1052494.995,389906,25775,204396,227644
V,2/1/2020,151704,99259,1945607,3281242.611,137931,23579,250487,231687
V,2/8/2020,142102,104290,2014401,1201822.478,586700,23830,246152,236583
V,2/15/2020,131637,128246,1410767,950670.1631,960182,22332,259625,407787
V,2/22/2020,105341,122596,1462366,1368911.038,1042834,28425,227079,347123
V,2/29/2020,81977,114117,1373563,986196.5355,422380,26319,195092,276226
W,1/6/2018,413,369,520,498584.7723,79047,40036,716,61445
W,1/13/2018,339,527,582,720662.515,12742,31652,756,69788
W,1/20/2018,323,279,72,611061.3554,40231,40252,826,62881
W,1/27/2018,69,992,406,594821.0299,65495,27294,328,71202
W,2/3/2018,345,429,816,581146.1186,39898,19301,747,88706
W,2/10/2018,929,242,862,617990.9801,37965,26033,682,63172
W,2/17/2018,459,272,8,903033.9884,99140,23215,73,114818
W,2/24/2018,920,724,316,789454.5295,88,18637,340,115952
W,3/3/2018,629,620,535,602026.3559,15164,19630,199,90214
W,3/10/2018,778,812,639,671621.4404,67207,20562,472,92554
W,3/17/2018,520,166,19,662449.4069,9379,25972,724,75567
W,3/24/2018,521,88,48,603986.3342,55656,28283,29,72202
W,3/31/2018,88,159,539,607694.5317,32640,24858,275,63541
W,4/7/2018,921,42,83413,596095.1842,84135,18893,871,56556
W,4/14/2018,757,323,143730,721927.4415,48384,21331,621,66096
W,4/21/2018,102,416,143663,586523.0609,34309,24748,787,78435
W,4/28/2018,861,684,147672,674085.0252,22848,17799,628,72205
W,5/5/2018,880,482,166769,568389.911,44457,18105,499,83961
W,5/12/2018,656,468,227896,494360.971,42354,24837,406,71278
W,5/19/2018,549,979,229403,539046.2,4877,19215,178,74267
W,5/26/2018,545,250,234394,651152.6882,15040,20847,238,61388
W,6/2/2018,679,195,170453,475638.3736,47373,23917,770,72399
W,6/9/2018,414,78,161804,534517.7239,72225,22853,417,66962
W,6/16/2018,94,534,153892,482023.9868,36949,22614,802,65921
W,6/23/2018,229,761,160234,561543.647,25498,26198,339,57028
W,6/30/2018,399,781,194082,528831.5346,33068,26833,585,72941
W,7/7/2018,365,227,270658,461363.1754,27474,24733,718,54693
W,7/14/2018,184,273,329120,659213.6918,103898,27981,857,76951
W,7/21/2018,835,169,263278,501434.3228,89934,23260,974,101356
W,7/28/2018,736,992,262576,523620.7142,59680,25294,211,69556
W,8/4/2018,394,280,234705,407864.1686,67978,24751,863,66306
W,8/11/2018,885,886,250774,508505.2964,83955,20530,565,67274
W,8/18/2018,123,627,376691,589009.9767,130213,20292,727,84233
W,8/25/2018,820,595,379160,596398.7866,247124,26099,278,99821
W,9/1/2018,409,156,397080,472530.3721,192490,21289,818,73424
W,9/8/2018,133,557,370081,494878.0156,228599,19431,498,75941
W,9/15/2018,981,185,423288,481741.2741,185893,17163,887,95005
W,9/22/2018,747,891,404781,465909.8715,191733,13291,894,91046
W,9/29/2018,652,873,468957,411679.8184,182081,22586,353,100242
W,10/6/2018,586,1027,471988,377419.1584,77317,15099,1068,110788
W,10/13/2018,759,2109,366794,374452.0816,99763,16715,2511,107337
W,10/20/2018,550,2222,526547,368479.7225,83400,16137,1525,117602
W,10/27/2018,1,1988,461865,389968.181,89096,12010,2441,112718
W,11/3/2018,555,2247,444559,382024.4375,135212,14529,2075,136678
W,11/10/2018,99,6890,796711,792937.0618,195906,13972,6593,204307
W,11/17/2018,997,4751,1288684,779197.8844,276694,10153,5120,250929
W,11/24/2018,819,2935,1371925,791875.3947,576729,12380,2938,398848
W,12/1/2018,1782,2517,852212,979026.9288,102777,13278,3166,287646
W,12/8/2018,16986,2186,450290,605760.1309,55461,13944,19015,200761
W,12/15/2018,16231,3119,332410,503190.0184,99202,10772,18732,227567
W,12/22/2018,6112,3292,292642,490686.7132,49288,11426,9812,167921
W,12/29/2018,6353,3376,297186,691487.3079,27345,15542,9229,68246
W,1/5/2019,4080,3404,266013,690496.7117,11434,17033,7438,81996
W,1/12/2019,7018,3322,254534,517486.4992,28144,25980,9625,75965
W,1/19/2019,7848,2020,266604,649521.3593,63806,27591,9670,80676
W,1/26/2019,7268,3293,261195,529384.2769,233786,30327,10277,75870
W,2/2/2019,5126,2960,284400,508331.8904,170774,27089,7881,81348
W,2/9/2019,5948,3028,233762,510903.4095,84891,25389,8338,74766
W,2/16/2019,8610,3999,173545,653338.7017,109711,24959,12612,108839
W,2/23/2019,3632,2884,211563,429246.6781,40782,24078,6271,85332
W,3/2/2019,633,3946,299803,588572.11,20288,25341,3764,78296
W,3/9/2019,729,3042,282945,549347.1814,29714,25285,3331,78946
W,3/16/2019,181,3721,293691,505044.4718,67516,32244,4547,94526
W,3/23/2019,3,6075,360435,504144.5824,86789,23366,6513,87706
W,3/30/2019,16,6436,239418,619324.0664,107829,27285,6603,70132
W,4/6/2019,2254,7715,261513,518560.1854,46051,21105,9759,73391
W,4/13/2019,2752,6802,364130,503057.8842,87639,21067,8662,59361
W,4/20/2019,4990,7704,342991,547100.8189,129767,16698,11299,86467
W,4/27/2019,5517,5508,274195,635159.3649,119313,18681,11010,91444
W,5/4/2019,7211,5798,356569,452260.0591,73686,13827,13075,87305
W,5/11/2019,9129,8582,309944,372288.6372,98860,15155,16973,91872
W,5/18/2019,9870,10050,246877,439102.8836,149443,13462,19456,69509
W,5/25/2019,10036,8568,355468,426688.9622,177909,14191,18110,77241
W,6/1/2019,12567,10782,342150,373425.6863,52096,13285,22996,79868
W,6/8/2019,58627,15952,311179,346656.6788,132173,16128,73782,71836
W,6/15/2019,39346,15634,220313,373188.7408,152223,17970,55181,94185
W,6/22/2019,18033,15135,147299,448580.9542,130590,14541,33339,85051
W,6/29/2019,18985,14153,281201,461366.4491,80166,12718,32891,72470
W,7/6/2019,17914,14618,367557,430291.4116,67550,14320,32024,69155
W,7/13/2019,16877,25391,430748,271909.5867,174324,19016,42140,103493
W,7/20/2019,15191,33479,365473,572438.4941,96350,25696,48184,94204
W,7/27/2019,22605,27733,373225,363002.6668,134547,21660,50920,74150
W,8/3/2019,41887,35191,178102,285303.4102,53392,16217,75760,84051
W,8/10/2019,22616,38941,215361,349033.5382,67749,18957,61063,58632
W,8/17/2019,22616,36431,264516,381399.6908,104808,15254,58450,82126
W,8/24/2019,23590,26538,347304,378380.6219,74660,17135,49233,111582
W,8/31/2019,21832,15312,246988,410176.5831,77083,14646,35881,85836
W,9/7/2019,22682,12992,337903,512351.3855,196579,25067,35703,98133
W,9/14/2019,21616,9895,206177,651088.4071,178319,12974,32122,117690
W,9/21/2019,22308,10404,204984,660540.3447,309078,13015,31137,87901
W,9/28/2019,26865,12564,384458,391019.7735,1015145,14907,39002,82905
W,10/5/2019,7415,14068,410632,564457.7075,223842,13798,20469,158045
W,10/12/2019,6411,8905,355925,601477.4266,243180,13017,14352,135519
W,10/19/2019,9871,8584,328989,535869.7323,205735,16461,17876,143754
W,10/26/2019,8452,9066,633118,525878.4912,187430,16063,17852,116050
W,11/2/2019,9361,11245,731400,481766.4045,206349,22928,20012,105907
W,11/9/2019,8908,14531,1540784,775173.0756,333423,23686,22873,197943
W,11/16/2019,10612,21014,1612826,1001334.567,623433,26270,31250,217183
W,11/23/2019,6350,17980,1356080,541983.6078,1249609,28069,24581,217778
W,11/30/2019,6756,14083,1432540,999010.6741,719424,31256,20395,490248
W,12/7/2019,6632,12616,653809,916354.9538,718302,27790,18923,432984
W,12/14/2019,7085,14852,227639,547507.1365,721913,25245,20913,326054
W,12/21/2019,6943,13012,185840,554087.5388,352956,31610,19276,212536
W,12/28/2019,6822,13903,376634,379114.703,113162,47797,20002,132598
W,1/4/2020,23754,16649,183000,437251.3101,90177,38556,41075,136849
W,1/11/2020,7813,20508,171643,580975.7146,127690,27431,28333,102374
W,1/18/2020,15533,18395,196632,549869.4151,145258,14340,33466,121253
W,1/25/2020,20746,19106,341787,454957.4973,117213,15975,39268,90402
W,2/1/2020,25336,21575,375310,1418835.516,42497,22156,46966,86869
W,2/8/2020,22418,22933,382843,520113.9087,186517,10587,45500,90737
W,2/15/2020,21592,26717,270524,410989.3185,316444,16664,47433,158043
W,2/22/2020,18859,28759,281653,592247.1518,337029,17122,46390,136137
W,2/29/2020,18633,27544,265447,426258.2333,158734,20958,44909,105119
X,1/6/2018,642,852,200,378738.4285,57848,17072,473,62450
X,1/13/2018,405,893,205,547327.042,9528,12174,442,51275
X,1/20/2018,222,213,151,464073.9391,35764,21471,328,49833
X,1/27/2018,704,693,597,451509.843,56333,11964,211,58607
X,2/3/2018,706,327,147,441462.0058,30107,9366,873,51071
X,2/10/2018,154,711,742,469390.8004,28423,10642,889,55001
X,2/17/2018,544,750,420,685158.5279,83394,12533,753,79084
X,2/24/2018,688,329,447,599494.9856,453,9048,771,81597
X,3/3/2018,381,342,972,457646.2518,10061,9293,111,63875
X,3/10/2018,431,453,557,510367.293,63107,9974,219,69551
X,3/17/2018,590,862,144,503285.586,8081,10175,23,61693
X,3/24/2018,635,778,655,458652.906,46453,18442,712,62216
X,3/31/2018,261,535,642,461759.0349,21496,11258,79,58798
X,4/7/2018,871,719,127950,453145.5065,72993,8501,919,43233
X,4/14/2018,872,690,189828,548213.3913,41500,8531,109,63838
X,4/21/2018,510,138,175184,444958.1174,26218,9937,669,81363
X,4/28/2018,447,890,205160,511319.4705,19555,7325,729,59673
X,5/5/2018,306,149,226855,431307.4317,38915,7829,951,63178
X,5/12/2018,940,903,292473,375777.2634,39666,12740,401,73540
X,5/19/2018,824,490,305364,408967.7523,4778,7918,279,54188
X,5/26/2018,45,876,289872,494527.7336,12327,9832,953,62732
X,6/2/2018,751,800,239296,361048.0831,42673,11477,578,61590
X,6/9/2018,681,955,217545,406018.4941,65568,11533,932,58466
X,6/16/2018,528,836,198405,365326.6079,33034,11479,375,60640
X,6/23/2018,800,400,226017,426355.0806,23321,12799,48,44469
X,6/30/2018,310,319,273926,402018.6716,29689,17009,146,75173
X,7/7/2018,660,383,364638,349838.9498,24851,13742,732,48980
X,7/14/2018,749,149,395391,501228.781,111152,12208,854,62276
X,7/21/2018,483,154,320337,380352.2613,77392,12063,13,82789
X,7/28/2018,680,9,340397,397534.6073,47562,10900,336,57649
X,8/4/2018,907,424,330576,309541.1061,57335,9936,934,66203
X,8/11/2018,923,672,345993,385987.9713,69502,9447,557,52520
X,8/18/2018,777,921,527096,446858.1808,105543,11952,667,72069
X,8/25/2018,701,628,528898,453169.3144,223655,11508,636,96960
X,9/1/2018,920,424,572189,358914.02,174142,8930,919,75245
X,9/8/2018,118,242,543398,376113.1882,208066,8521,365,65388
X,9/15/2018,749,995,564213,365578.9649,149427,8705,668,77179
X,9/22/2018,667,689,538650,354130.2184,166028,6375,16,80648
X,9/29/2018,534,203,690683,312335.5084,162931,8719,562,90288
X,10/6/2018,847,692,609133,287264.0531,73926,7491,746,90353
X,10/13/2018,194,2037,517803,283855.4563,95406,7335,1862,104487
X,10/20/2018,402,1653,732012,279797.3422,82830,7367,1576,113797
X,10/27/2018,847,1492,680370,296050.6188,88081,7598,1826,100759
X,11/3/2018,591,2093,644962,290340.8471,145427,5972,1748,133338
X,11/10/2018,983,6089,1081285,601806.7032,196523,5851,5804,183837
X,11/17/2018,106,4493,1598865,590957.2305,249661,6129,4131,177861
X,11/24/2018,957,1858,1749863,601261.2338,515752,6063,2437,348507
X,12/1/2018,1255,1662,1046167,743481.4422,97090,6043,2328,233180
X,12/8/2018,18780,1712,476080,459806.4346,51570,7072,20384,179652
X,12/15/2018,15071,2934,388232,382161.8981,94696,6207,17556,182939
X,12/22/2018,6463,3815,372070,372895.3734,43008,6272,9646,119256
X,12/29/2018,6307,3343,404822,525102.6161,27471,7696,9131,64214
X,1/5/2019,4539,2942,371563,524711.6985,11323,8272,6713,70702
X,1/12/2019,6943,2971,341797,392695.2542,24796,9685,9723,62854
X,1/19/2019,7794,2018,377110,493092.3221,59073,11777,9307,83410
X,1/26/2019,7585,2614,366264,401318.2611,207553,15257,9768,65719
X,2/2/2019,4772,1580,420055,385895.3815,130110,12810,6373,80513
X,2/9/2019,6316,3120,339359,387597.6486,85740,12251,9021,69737
X,2/16/2019,10105,4540,246702,496152.8972,121393,11013,14307,95419
X,2/23/2019,3754,2196,293479,325757.5557,44465,10640,6199,70254
X,3/2/2019,938,2826,417682,447514.9427,20702,10385,3128,72263
X,3/9/2019,862,2760,429715,417163.4158,31545,11497,2293,58099
X,3/16/2019,892,3815,433210,383484.0494,67182,12813,3662,84149
X,3/23/2019,221,5240,515320,382778.6231,74079,12416,5251,63565
X,3/30/2019,273,6737,363453,470637.1605,99695,10949,7068,59525
X,4/6/2019,2961,7671,415978,394049.3844,47344,10699,9906,67330
X,4/13/2019,2804,7387,498996,382586.6819,77727,9640,9439,57629
X,4/20/2019,4502,6764,521296,415326.6673,110827,8997,10302,66127
X,4/27/2019,6058,5902,416520,482122.1449,94090,9794,11063,81906
X,5/4/2019,7725,5355,487698,343541.7072,69999,7191,13543,69835
X,5/11/2019,9035,7676,438332,282736.2128,87928,7840,16661,80297
X,5/18/2019,10329,10142,368783,333764.6479,139168,7455,19760,56363
X,5/25/2019,10872,8051,476455,324106.7684,164878,6307,18207,74528
X,6/1/2019,12008,9162,470623,283208.6828,55732,6807,21776,68232
X,6/8/2019,70402,14277,446602,263189.7689,121139,7666,84122,58670
X,6/15/2019,40755,13776,294422,282845.7058,126480,8354,53690,81129
X,6/22/2019,17142,13827,208334,340768.1866,112308,7234,29966,74038
X,6/29/2019,19822,13847,378030,350573.0593,68554,6697,32919,62801
X,7/6/2019,17403,12943,500342,326404.0647,63756,8321,30793,59291
X,7/13/2019,16515,23023,565176,206309.1806,156889,11868,39173,87767
X,7/20/2019,15526,30096,468399,435026.0558,77824,9957,44938,75207
X,7/27/2019,24152,23903,488164,274990.698,105986,9138,47967,54898
X,8/3/2019,43308,30856,253400,216935.3709,43318,7959,73629,58831
X,8/10/2019,21214,34514,309753,264686.1877,59361,9412,55957,49584
X,8/17/2019,20796,32372,376954,288925.5068,89305,9045,51802,80321
X,8/24/2019,22012,22747,483768,287068.8331,70414,8201,44640,110061
X,8/31/2019,20402,14155,367312,311511.0452,71883,7964,34105,82833
X,9/7/2019,21869,11363,494129,388379.0594,184193,6547,32671,87534
X,9/14/2019,21781,9501,302648,494031.0943,170247,8343,30661,100310
X,9/21/2019,21826,9358,306608,501566.2873,311681,7288,30919,81484
X,9/28/2019,30089,13662,530851,296478.8006,719323,8291,42786,69800
X,10/5/2019,6113,14175,559739,428078.679,225116,7975,20026,136429
X,10/12/2019,6756,8239,496762,456356.5043,228067,7175,13526,121313
X,10/19/2019,10212,8898,448289,406112.7191,191395,10119,18606,121753
X,10/26/2019,8962,8122,871050,399940.0565,169348,8742,17243,113330
X,11/2/2019,9099,9936,965615,366161.0646,183519,7926,18421,108607
X,11/9/2019,9493,13518,2464139,587957.6498,302057,8186,22675,198944
X,11/16/2019,10580,20239,2216319,759568.6719,522257,8854,29950,204308
X,11/23/2019,7215,17465,1813373,412096.3494,1034241,8696,23359,207593
X,11/30/2019,7357,13718,1969653,758642.1546,599885,7896,20234,382727
X,12/7/2019,7353,12169,943473,695640.9718,634138,6621,18980,377519
X,12/14/2019,7197,13098,346463,415604.5139,579241,5562,20666,270286
X,12/21/2019,6972,11942,289934,420592.3828,298055,5090,18794,183256
X,12/28/2019,6684,13350,537429,287902.2875,92224,7432,18715,121903
X,1/4/2020,23590,16251,277927,332188.7715,76366,6192,39403,121031
X,1/11/2020,8378,19289,276121,441010.2103,105661,7444,27831,86953
X,1/18/2020,17040,18780,301396,418148.237,130750,7540,35093,108492
X,1/25/2020,17303,17382,517656,345540.233,91030,8418,34510,83236
X,2/1/2020,22077,20681,568303,1077577.145,33168,7447,42745,78703
X,2/8/2020,21203,22437,541843,394818.0822,136605,6266,43157,79470
X,2/15/2020,20287,26079,390240,312127.0846,252673,7219,46157,129115
X,2/22/2020,16830,25685,410365,449505.9158,243408,8109,42050,104905
X,2/29/2020,14249,23289,394187,323945.4823,130793,6289,36619,89158
